node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 2 2 0.0000 0.0000 0.0000 0.1025 0.0898 0.4811 0.2000 0.5129 4.0000 1 3 2  
0 28 3 0.0000 0.0000 0.0000 0.1387 -0.0065 0.4803 0.2000 0.5129 1.0000 4 3 3  
28 29 3 0.1387 -0.0065 0.4803 0.2986 -0.0178 0.9026 0.2000 1.0000 1.0000 4 3 3  
2 3 2 0.1025 0.0898 0.4811 0.2386 0.1968 0.9501 0.2000 1.0536 4.0000 1 3 2  
3 10 6 0.2386 0.1968 0.9501 0.2178 0.1473 1.9487 0.2000 2.1137 2.9464 3 3 6  
6 16 7 0.6747 0.5087 1.9638 1.1005 0.6080 2.8631 0.2000 2.1137 2.9464 3 3 7  
9 22 8 1.3037 0.9342 2.8230 1.6872 1.4157 3.6111 0.2000 2.1137 2.9464 3 3 8  
3 4 2 0.2386 0.1968 0.9501 0.4071 0.3209 1.4042 0.2000 2.4875 4.0000 1 3 2  
6 7 2 0.6747 0.5087 1.9638 0.9313 0.6828 2.3560 0.2000 2.4875 4.0000 1 3 2  
10 11 6 0.2178 0.1473 1.9487 0.1611 0.0910 2.9455 0.2000 3.0000 2.9464 3 3 6  
11 12 6 0.1611 0.0910 2.9455 0.1015 0.0442 3.9426 0.2000 3.0000 2.9464 3 3 6  
16 17 7 1.1005 0.6080 2.8631 1.3551 0.6037 3.8302 0.2000 3.0000 2.9464 3 3 7  
17 18 7 1.3551 0.6037 3.8302 1.5705 0.5770 4.8063 0.2000 3.0000 2.9464 3 3 7  
22 23 8 1.6872 1.4157 3.6111 2.0388 1.8771 4.4256 0.2000 3.0000 2.9464 3 3 8  
23 24 8 2.0388 1.8771 4.4256 2.2324 2.2379 5.3379 0.2000 3.0000 2.9464 3 3 8  
5 6 2 0.6067 0.4619 1.8404 0.6747 0.5087 1.9638 0.2000 3.2794 4.0000 1 3 2  
8 9 2 1.2132 0.8730 2.7225 1.3037 0.9342 2.8230 0.2000 3.2794 4.0000 1 3 2  
4 5 2 0.4071 0.3209 1.4042 0.6067 0.4619 1.8404 0.2000 3.4875 4.0000 1 3 2  
7 8 2 0.9313 0.6828 2.3560 1.2132 0.8730 2.7225 0.2000 3.4875 4.0000 1 3 2  
0 1 1 0.0000 0.0000 0.0000 0.0208 -0.7882 -0.6151 0.0500 4.0000 4.0000 1 2 1  
10 13 9 0.2178 0.1473 1.9487 0.2235 0.1527 2.8414 0.0160 4.0000 1.8863 1 4 9  
11 14 10 0.1611 0.0910 2.9455 0.1558 0.0390 3.8367 0.0160 4.0000 1.8863 1 4 10  
12 15 11 0.1015 0.0442 3.9426 0.0672 0.0199 4.8344 0.0160 4.0000 1.8863 1 4 11  
16 19 12 1.1005 0.6080 2.8631 1.2434 0.3932 3.7178 0.0160 4.0000 1.8863 1 4 12  
17 20 13 1.3551 0.6037 3.8302 1.4821 0.5432 4.7118 0.0160 4.0000 1.8863 1 4 13  
18 21 14 1.5705 0.5770 4.8063 1.5848 0.5588 5.6988 0.0160 4.0000 1.8863 1 4 14  
22 25 15 1.6872 1.4157 3.6111 1.9764 1.7902 4.3681 0.0160 4.0000 1.8863 1 4 15  
23 26 16 2.0388 1.8771 4.4256 2.0782 2.2493 5.2361 0.0160 4.0000 1.8863 1 4 16  
24 27 17 2.2324 2.2379 5.3379 2.3982 2.2763 6.2143 0.0160 4.0000 1.8863 1 4 17  
