node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 2 2 0.0000 0.0000 0.0000 0.1025 0.0898 0.4811 0.2000 0.5129 12.0000 1 3 2  
0 61 3 0.0000 0.0000 0.0000 0.1387 -0.0065 0.4803 0.2000 0.5129 9.0000 4 3 3  
0 109 4 0.0000 0.0000 0.0000 -0.1240 0.0357 0.4831 0.2000 0.5129 8.0000 4 3 4  
0 148 5 0.0000 0.0000 0.0000 -0.1050 -0.0597 0.4852 0.2000 0.5129 7.0000 4 3 5  
2 3 2 0.1025 0.0898 0.4811 0.2386 0.1968 0.9501 0.2000 1.0536 12.0000 1 3 2  
61 62 3 0.1387 -0.0065 0.4803 0.3157 -0.0190 0.9478 0.2000 1.0536 9.0000 4 3 3  
109 110 4 -0.1240 0.0357 0.4831 -0.2717 0.1138 0.9543 0.2000 1.0536 8.0000 4 3 4  
148 149 5 -0.1050 -0.0597 0.4852 -0.2341 -0.1210 0.9643 0.2000 1.0536 7.0000 4 3 5  
3 16 6 0.2386 0.1968 0.9501 0.3621 0.2280 1.9420 0.2000 2.1137 10.9464 3 3 6  
9 31 7 1.6756 1.1876 3.3491 2.1739 1.3074 4.2078 0.2000 2.1137 10.9464 3 3 7  
15 46 8 3.8227 2.7369 4.6875 4.2324 3.5267 5.1439 0.2000 2.1137 10.9464 3 3 8  
62 73 18 0.3157 -0.0190 0.9478 0.4044 0.0308 1.9426 0.2000 2.1137 7.9464 3 3 18  
67 85 19 1.7033 -0.1704 2.9623 2.1059 0.0153 3.8586 0.2000 2.1137 7.9464 3 3 19  
72 97 20 3.7634 -0.4695 4.2558 4.5088 -0.5763 4.9138 0.2000 2.1137 7.9464 3 3 20  
110 121 30 -0.2717 0.1138 0.9543 -0.4121 0.2673 1.9324 0.2000 2.1137 6.9464 3 3 30  
115 130 31 -1.1756 0.9740 2.8071 -1.7893 1.5317 3.3662 0.2000 2.1137 6.9464 3 3 31  
120 139 32 -2.3303 2.5380 3.9198 -3.0199 3.2036 4.2052 0.2000 2.1137 6.9464 3 3 32  
149 158 42 -0.2341 -0.1210 0.9643 -0.2999 -0.2118 1.9580 0.2000 2.1137 5.9464 3 3 42  
153 167 43 -0.9848 -0.3818 2.7963 -1.3991 -0.3379 3.7053 0.2000 2.1137 5.9464 3 3 43  
157 176 44 -2.0848 -0.6672 4.4382 -2.7431 -0.6121 5.1890 0.2000 2.1137 5.9464 3 3 44  
3 4 2 0.2386 0.1968 0.9501 0.4071 0.3209 1.4042 0.2000 2.4875 12.0000 1 3 2  
9 10 2 1.6756 1.1876 3.3491 2.0009 1.4093 3.6573 0.2000 2.4875 12.0000 1 3 2  
62 63 3 0.3157 -0.0190 0.9478 0.5299 -0.0377 1.3992 0.2000 2.4875 9.0000 4 3 3  
67 68 3 1.7033 -0.1704 2.9623 2.0769 -0.2193 3.2910 0.2000 2.4875 9.0000 4 3 3  
110 111 4 -0.2717 0.1138 0.9543 -0.4413 0.2339 1.4091 0.2000 2.4875 8.0000 4 3 4  
115 116 4 -1.1756 0.9740 2.8071 -1.4147 1.2836 3.1185 0.2000 2.4875 8.0000 4 3 4  
149 150 5 -0.2341 -0.1210 0.9643 -0.3871 -0.1839 1.4362 0.2000 2.4875 7.0000 4 3 5  
