node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 2 2 0.0000 0.0000 0.0000 0.1025 0.0898 0.4811 0.2000 0.5129 28.0000 1 3 2  
0 94 3 0.0000 0.0000 0.0000 0.1387 -0.0065 0.4803 0.2000 0.5129 25.0000 4 3 3  
0 176 4 0.0000 0.0000 0.0000 -0.1240 0.0357 0.4831 0.2000 0.5129 24.0000 4 3 4  
0 257 5 0.0000 0.0000 0.0000 -0.1050 -0.0597 0.4852 0.2000 0.5129 23.0000 4 3 5  
2 3 2 0.1025 0.0898 0.4811 0.2386 0.1968 0.9501 0.2000 1.0536 28.0000 1 3 2  
94 95 3 0.1387 -0.0065 0.4803 0.3157 -0.0190 0.9478 0.2000 1.0536 25.0000 4 3 3  
176 177 4 -0.1240 0.0357 0.4831 -0.2717 0.1138 0.9543 0.2000 1.0536 24.0000 4 3 4  
257 258 5 -0.1050 -0.0597 0.4852 -0.2341 -0.1210 0.9643 0.2000 1.0536 23.0000 4 3 5  
3 22 6 0.2386 0.1968 0.9501 0.3621 0.2280 1.9420 0.2000 2.1137 26.9464 3 3 6  
11 46 7 2.3465 1.6482 3.9368 2.9663 1.8349 4.6990 0.2000 2.1137 26.9464 3 3 7  
19 70 8 5.4695 3.8605 4.8444 5.9946 4.6967 5.0028 0.2000 2.1137 26.9464 3 3 8  
95 113 18 0.3157 -0.0190 0.9478 0.4044 0.0308 1.9426 0.2000 2.1137 23.9464 3 3 18  
103 134 19 2.9181 -0.3376 3.8735 3.5297 -0.1863 4.6501 0.2000 2.1137 23.9464 3 3 19  
111 155 20 6.7150 -1.0339 4.6034 7.6736 -1.2084 4.8285 0.2000 2.1137 23.9464 3 3 20  
177 194 30 -0.2717 0.1138 0.9543 -0.4121 0.2673 1.9324 0.2000 2.1137 22.9464 3 3 30  
185 215 31 -2.0277 2.1161 3.8014 -2.5404 2.7060 4.4253 0.2000 2.1137 22.9464 3 3 31  
193 236 32 -4.2910 5.2797 4.3748 -4.9530 6.0177 4.2435 0.2000 2.1137 22.9464 3 3 32  
258 275 42 -0.2341 -0.1210 0.9643 -0.2999 -0.2118 1.9580 0.2000 2.1137 21.9464 3 3 42  
266 296 43 -2.0840 -0.6670 4.4372 -2.6721 -0.6356 5.2454 0.2000 2.1137 21.9464 3 3 43  
274 317 44 -5.1371 -1.3112 6.8959 -6.0384 -1.2807 7.3279 0.2000 2.1137 21.9464 3 3 44  
3 4 2 0.2386 0.1968 0.9501 0.4071 0.3209 1.4042 0.2000 2.4875 28.0000 1 3 2  
11 12 2 2.3465 1.6482 3.9368 2.7039 1.9002 4.1793 0.2000 2.4875 28.0000 1 3 2  
95 96 3 0.3157 -0.0190 0.9478 0.5299 -0.0377 1.3992 0.2000 2.4875 25.0000 4 3 3  
103 104 3 2.9181 -0.3376 3.8735 3.3584 -0.4043 4.1009 0.2000 2.4875 25.0000 4 3 3  
177 178 4 -0.2717 0.1138 0.9543 -0.4413 0.2339 1.4091 0.2000 2.4875 24.0000 4 3 4  
185 186 4 -2.0277 2.1161 3.8014 -2.2993 2.4831 4.0054 0.2000 2.4875 24.0000 4 3 4  
258 259 5 -0.2341 -0.1210 0.9643 -0.3871 -0.1839 1.4362 0.2000 2.4875 23.0000 4 3 5  
266 267 5 -2.0840 -0.6670 4.4372 -2.4086 -0.7423 4.8101 0.2000 2.4875 23.0000 4 3 5  
4 5 2 0.4071 0.3209 1.4042 0.6067 0.4619 1.8404 0.2000 3.4875 28.0000 1 3 2  
96 97 3 0.5299 -0.0377 1.3992 0.7799 -0.0625 1.8315 0.2000 3.4875 25.0000 4 3 3  
104 105 3 3.3584 -0.4043 4.1009 3.8151 -0.4769 4.2911 0.2000 3.4875 25.0000 4 3 3  
178 179 4 -0.4413 0.2339 1.4091 -0.6307 0.3949 1.8429 0.2000 3.4875 24.0000 4 3 4  
186 187 4 -2.2993 2.4831 4.0054 -2.5849 2.8576 4.1732 0.2000 3.4875 24.0000 4 3 4  
259 260 5 -0.3871 -0.1839 1.4362 -0.5635 -0.2483 1.8996 0.2000 3.4875 23.0000 4 3 5  
267 268 5 -2.4086 -0.7423 4.8101 -2.7513 -0.8190 5.1659 0.2000 3.4875 23.0000 4 3 5  
12 13 2 2.7039 1.9002 4.1793 3.0725 2.1668 4.3867 0.2000 3.4875 28.0000 1 3 2  
24 39 11 0.5262 0.2581 9.4874 0.1141 0.1688 10.3941 0.0160 4.2414 25.8863 1 4 11  
48 63 14 6.8576 2.6840 11.0623 7.3833 2.3725 11.8540 0.0160 4.2414 25.8863 1 4 14  
