node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 2 2 0.0000 0.0000 0.0000 0.1025 0.0898 0.4811 0.2000 0.5129 27.0000 1 3 2  
0 94 3 0.0000 0.0000 0.0000 0.1387 -0.0065 0.4803 0.2000 0.5129 24.0000 4 3 3  
0 175 4 0.0000 0.0000 0.0000 -0.1240 0.0357 0.4831 0.2000 0.5129 23.0000 4 3 4  
0 256 5 0.0000 0.0000 0.0000 -0.1050 -0.0597 0.4852 0.2000 0.5129 22.0000 4 3 5  
2 3 2 0.1025 0.0898 0.4811 0.2386 0.1968 0.9501 0.2000 1.0536 27.0000 1 3 2  
94 95 3 0.1387 -0.0065 0.4803 0.3157 -0.0190 0.9478 0.2000 1.0536 24.0000 4 3 3  
175 176 4 -0.1240 0.0357 0.4831 -0.2717 0.1138 0.9543 0.2000 1.0536 23.0000 4 3 4  
256 257 5 -0.1050 -0.0597 0.4852 -0.2341 -0.1210 0.9643 0.2000 1.0536 22.0000 4 3 5  
3 22 6 0.2386 0.1968 0.9501 0.3621 0.2280 1.9420 0.2000 2.1137 25.9464 3 3 6  
11 46 7 2.3465 1.6482 3.9368 2.9663 1.8349 4.6990 0.2000 2.1137 25.9464 3 3 7  
19 70 8 5.4695 3.8605 4.8444 5.9946 4.6967 5.0028 0.2000 2.1137 25.9464 3 3 8  
95 112 18 0.3157 -0.0190 0.9478 0.4044 0.0308 1.9426 0.2000 2.1137 22.9464 3 3 18  
103 133 19 2.9181 -0.3376 3.8735 3.5297 -0.1863 4.6501 0.2000 2.1137 22.9464 3 3 19  
111 154 20 6.7150 -1.0339 4.6034 7.6736 -1.2084 4.8285 0.2000 2.1137 22.9464 3 3 20  
176 193 30 -0.2717 0.1138 0.9543 -0.4121 0.2673 1.9324 0.2000 2.1137 21.9464 3 3 30  
184 214 31 -2.0277 2.1161 3.8014 -2.5404 2.7060 4.4253 0.2000 2.1137 21.9464 3 3 31  
192 235 32 -4.2910 5.2797 4.3748 -4.9530 6.0177 4.2435 0.2000 2.1137 21.9464 3 3 32  
257 274 42 -0.2341 -0.1210 0.9643 -0.2999 -0.2118 1.9580 0.2000 2.1137 20.9464 3 3 42  
265 295 43 -2.0518 -0.6593 4.3962 -2.6399 -0.6278 5.2044 0.2000 2.1137 20.9464 3 3 43  
273 316 44 -5.0593 -1.2944 6.8300 -5.9607 -1.2639 7.2620 0.2000 2.1137 20.9464 3 3 44  
3 4 2 0.2386 0.1968 0.9501 0.4071 0.3209 1.4042 0.2000 2.4875 27.0000 1 3 2  
11 12 2 2.3465 1.6482 3.9368 2.7039 1.9002 4.1793 0.2000 2.4875 27.0000 1 3 2  
95 96 3 0.3157 -0.0190 0.9478 0.5299 -0.0377 1.3992 0.2000 2.4875 24.0000 4 3 3  
103 104 3 2.9181 -0.3376 3.8735 3.3584 -0.4043 4.1009 0.2000 2.4875 24.0000 4 3 3  
176 177 4 -0.2717 0.1138 0.9543 -0.4413 0.2339 1.4091 0.2000 2.4875 23.0000 4 3 4  
184 185 4 -2.0277 2.1161 3.8014 -2.2993 2.4831 4.0054 0.2000 2.4875 23.0000 4 3 4  
257 258 5 -0.2341 -0.1210 0.9643 -0.3871 -0.1839 1.4362 0.2000 2.4875 22.0000 4 3 5  
265 266 5 -2.0518 -0.6593 4.3962 -2.3763 -0.7345 4.7691 0.2000 2.4875 22.0000 4 3 5  
4 5 2 0.4071 0.3209 1.4042 0.6067 0.4619 1.8404 0.2000 3.4875 27.0000 1 3 2  
96 97 3 0.5299 -0.0377 1.3992 0.7799 -0.0625 1.8315 0.2000 3.4875 24.0000 4 3 3  
104 105 3 3.3584 -0.4043 4.1009 3.8151 -0.4769 4.2911 0.2000 3.4875 24.0000 4 3 3  
177 178 4 -0.4413 0.2339 1.4091 -0.6307 0.3949 1.8429 0.2000 3.4875 23.0000 4 3 4  
185 186 4 -2.2993 2.4831 4.0054 -2.5849 2.8576 4.1732 0.2000 3.4875 23.0000 4 3 4  
258 259 5 -0.3871 -0.1839 1.4362 -0.5635 -0.2483 1.8996 0.2000 3.4875 22.0000 4 3 5  
266 267 5 -2.3763 -0.7345 4.7691 -2.7191 -0.8112 5.1249 0.2000 3.4875 22.0000 4 3 5  
12 13 2 2.7039 1.9002 4.1793 3.0725 2.1668 4.3867 0.2000 3.4875 27.0000 1 3 2  
24 39 11 0.5251 0.2579 9.4344 0.1129 0.1686 10.3412 0.0160 4.2414 24.8863 1 4 11  
48 63 14 6.8303 2.6781 11.0177 7.3560 2.3665 11.8093 0.0160 4.2414 24.8863 1 4 14  
72 87 17 9.6860 10.3367 8.1072 10.1216 11.0536 8.6516 0.0160 4.2414 24.8863 1 4 17  
114 127 23 0.4605 0.1730 9.2316 0.2684 0.4239 10.1804 0.0160 4.2414 21.8863 1 4 23  
134 142 25 5.2193 -0.0141 7.8792 5.5470 -0.5535 8.6549 0.0160 4.2414 21.8863 1 4 25  
154 157 27 7.6736 -1.2084 4.8285 8.6721 -1.1830 4.8771 0.0160 4.2414 21.8863 1 4 27  
276 289 47 -1.0338 -0.8731 9.0111 -1.3209 -1.1109 9.9391 0.0160 4.2414 19.8863 1 4 47  
296 304 49 -4.7416 -0.4812 8.0753 -5.3794 -0.7284 8.8048 0.0160 4.2414 19.8863 1 4 49  
22 25 9 0.3621 0.2280 1.9420 0.1880 0.6389 2.8369 0.0160 4.2414 24.8863 1 4 9  
23 32 10 0.5190 0.2848 5.6864 0.1575 0.1951 6.6145 0.0160 4.2414 24.8863 1 4 10  
