node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 2 2 0.0000 0.0000 0.0000 0.1025 0.0898 0.4811 0.2000 0.5129 6.0000 1 3 2  
0 39 3 0.0000 0.0000 0.0000 0.1387 -0.0065 0.4803 0.2000 0.5129 3.0000 4 3 3  
0 54 4 0.0000 0.0000 0.0000 -0.1240 0.0357 0.4831 0.2000 0.5129 2.0000 4 3 4  
0 58 5 0.0000 0.0000 0.0000 -0.1050 -0.0597 0.4852 0.2000 0.5129 1.0000 4 3 5  
58 59 5 -0.1050 -0.0597 0.4852 -0.2216 -0.1151 0.9180 0.2000 1.0000 1.0000 4 3 5  
2 3 2 0.1025 0.0898 0.4811 0.2386 0.1968 0.9501 0.2000 1.0536 6.0000 1 3 2  
39 40 3 0.1387 -0.0065 0.4803 0.3157 -0.0190 0.9478 0.2000 1.0536 3.0000 4 3 3  
54 55 4 -0.1240 0.0357 0.4831 -0.2717 0.1138 0.9543 0.2000 1.0536 2.0000 4 3 4  
55 56 4 -0.2717 0.1138 0.9543 -0.4096 0.2114 1.3239 0.2000 1.6327 2.0000 4 3 4  
56 57 4 -0.4096 0.2114 1.3239 -0.5635 0.3422 1.6765 0.2000 1.6327 2.0000 4 3 4  
3 12 6 0.2386 0.1968 0.9501 0.2178 0.1473 1.9487 0.2000 2.1137 4.9464 3 3 6  
7 21 7 0.9671 0.7087 2.4568 1.4573 0.8425 3.3181 0.2000 2.1137 4.9464 3 3 7  
11 30 8 2.0548 1.4481 3.6113 2.6924 1.9042 4.2322 0.2000 2.1137 4.9464 3 3 8  
40 45 18 0.3157 -0.0190 0.9478 0.5449 0.1127 1.9122 0.2000 2.1137 1.9464 3 3 18  
42 48 19 0.6779 -0.0524 1.6550 0.8165 -0.1737 2.6379 0.2000 2.1137 1.9464 3 3 19  
44 51 20 1.1489 -0.1051 2.2936 1.5126 0.1971 3.1748 0.2000 2.1137 1.9464 3 3 20  
41 42 3 0.5299 -0.0377 1.3992 0.6779 -0.0524 1.6550 0.2000 2.1150 3.0000 4 3 3  
43 44 3 0.9619 -0.0833 2.0654 1.1489 -0.1051 2.2936 0.2000 2.1150 3.0000 4 3 3  
