node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius time age type organ parent_node_id 
0 2 2 0.0000 0.0000 0.0000 0.1025 0.0898 0.4811 0.2000 0.5129 19.0000 1 3 2  
0 74 3 0.0000 0.0000 0.0000 0.1387 -0.0065 0.4803 0.2000 0.5129 16.0000 4 3 3  
0 144 4 0.0000 0.0000 0.0000 -0.1240 0.0357 0.4831 0.2000 0.5129 15.0000 4 3 4  
0 214 5 0.0000 0.0000 0.0000 -0.1050 -0.0597 0.4852 0.2000 0.5129 14.0000 4 3 5  
2 3 2 0.1025 0.0898 0.4811 0.2386 0.1968 0.9501 0.2000 1.0536 19.0000 1 3 2  
74 75 3 0.1387 -0.0065 0.4803 0.3157 -0.0190 0.9478 0.2000 1.0536 16.0000 4 3 3  
144 145 4 -0.1240 0.0357 0.4831 -0.2717 0.1138 0.9543 0.2000 1.0536 15.0000 4 3 4  
214 215 5 -0.1050 -0.0597 0.4852 -0.2341 -0.1210 0.9643 0.2000 1.0536 14.0000 4 3 5  
3 20 6 0.2386 0.1968 0.9501 0.3621 0.2280 1.9420 0.2000 2.1137 17.9464 3 3 6  
11 38 7 2.1774 1.5313 3.8007 2.7973 1.7180 4.5629 0.2000 2.1137 17.9464 3 3 7  
19 56 8 5.0934 3.6101 4.7190 5.6185 4.4463 4.8774 0.2000 2.1137 17.9464 3 3 8  
75 90 18 0.3157 -0.0190 0.9478 0.4044 0.0308 1.9426 0.2000 2.1137 14.9464 3 3 18  
82 108 19 2.4907 -0.2759 3.6057 3.0359 -0.1132 4.4281 0.2000 2.1137 14.9464 3 3 19  
89 126 20 5.7251 -0.8227 4.6549 6.6372 -0.9749 5.0356 0.2000 2.1137 14.9464 3 3 20  
145 160 30 -0.2717 0.1138 0.9543 -0.4121 0.2673 1.9324 0.2000 2.1137 13.9464 3 3 30  
152 178 31 -1.7153 1.6821 3.4997 -2.1998 2.2316 4.1803 0.2000 2.1137 13.9464 3 3 31  
159 196 32 -3.6263 4.2747 4.4006 -4.3089 5.0054 4.4143 0.2000 2.1137 13.9464 3 3 32  
215 230 42 -0.2341 -0.1210 0.9643 -0.2999 -0.2118 1.9580 0.2000 2.1137 12.9464 3 3 42  
222 245 43 -1.6462 -0.5600 3.8611 -2.1928 -0.5254 4.6978 0.2000 2.1137 12.9464 3 3 43  
229 260 44 -3.9647 -1.0692 6.0844 -4.8176 -1.0326 6.6051 0.2000 2.1137 12.9464 3 3 44  
3 4 2 0.2386 0.1968 0.9501 0.4071 0.3209 1.4042 0.2000 2.4875 19.0000 1 3 2  
11 12 2 2.1774 1.5313 3.8007 2.5348 1.7833 4.0431 0.2000 2.4875 19.0000 1 3 2  
75 76 3 0.3157 -0.0190 0.9478 0.5299 -0.0377 1.3992 0.2000 2.4875 16.0000 4 3 3  
82 83 3 2.4907 -0.2759 3.6057 2.9116 -0.3367 3.8686 0.2000 2.4875 16.0000 4 3 3  
145 146 4 -0.2717 0.1138 0.9543 -0.4413 0.2339 1.4091 0.2000 2.4875 15.0000 4 3 4  
152 153 4 -1.7153 1.6821 3.4997 -1.9723 2.0380 3.7389 0.2000 2.4875 15.0000 4 3 4  
